,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
FAS1,0.20480424187566537,0.7451653840242416,0.036061247850573366,0.0011476045927553387,-0.004382095952397907,0.09773149332469343,0.053033686817151676,-0.08129435327416461,-0.048255860819977535,0.07263535090058693,-0.0347429139696568,0.0005929567790469283,0.03393528253263174,-0.031106810370855664,0.09139741141113433,0.038962726325856636,0.07301618289534773,-0.0860085413426475,0.03175433243246624,-0.15017569646873122,-0.06791257474295827,-0.021267419447053793,-0.07681776451436097,-0.06339524673459615,0.06630953115139093,0.2040804974385846,0.1387918142780511,-0.12326228474840838
FAS2,0.030137120000737913,0.6402168357987279,0.028878512935009596,0.006086923502225432,-0.041811725837786584,-0.06347577627388437,0.09486370211609495,0.12270394329584947,0.023107087087022596,0.008525931116860792,0.16034527878809052,-0.14131417555198095,0.36343111329908034,0.01595188807085048,-0.02607239965922131,-0.13946187983251157,0.033303512718452326,-0.185608008107409,0.02355797686661683,0.0020087647985389434,-0.11022670623482721,-0.2555611950224128,0.08797284407406626,0.00914954617159482,0.13776186768176665,0.10281148582782743,-0.051837831050799275,-0.05346530386577708
FAS3,-0.11471454172542425,0.7628132828952213,-0.15383319948178467,-0.009793077207463417,-0.024338155688546855,-0.1410137781599278,0.01100559980676253,-0.001627387170104779,0.024446613169797578,0.23070236658556384,-0.11009903905223607,0.012961720482498102,0.1209939385627899,0.0028127120271265855,0.19806391935236312,0.015533695833597863,0.024378614237225642,0.17860134594867658,0.08911846950212308,-0.006903728017264484,0.029712771767412115,0.018059278324904896,0.09282185829916928,0.044793836165706334,-0.09189846096933486,-0.04070683042757717,0.06517430580688172,-0.16636016577518042
FAS4,-0.019909253746235388,0.881683501434868,0.005721534829628531,0.041875563933524755,-0.09656830316493399,-0.06017173755322675,0.05732180540931021,0.09477564940474222,-0.025495271510529,0.20339032370022755,-0.1428322873978332,0.1115000819522443,-0.0010121061410795112,0.02757140606177095,0.008277005111844097,0.0627975213046655,-0.021559975968642585,-0.06256179544893116,0.047800653312590355,0.06685452776084568,-0.14932767368598496,0.05583102557107821,-0.00221757564795371,-0.03436949587822322,-0.1192309023981012,0.011360887001601337,0.057791541261383396,-0.14279241720256106
FAS5,0.007654625392795599,0.8854626395350896,-0.03899373211500255,-0.010023473434091991,0.049048854164012244,0.04045838954539774,-0.04457247198818289,-0.024895173027007472,-0.044165354185595126,-0.006942113287936217,-0.10212325326780869,0.06816136251256033,-0.0754937190110123,-0.04784479446289102,0.10442960920458069,0.0912338472125143,-0.04566555872298154,-0.0028027042355078984,0.05464999852408984,-0.025844369896342326,-0.06977569375079337,-0.015872080040633174,0.0010735126115856974,-0.10670119940488548,0.03148744931791186,-0.01535965338122916,0.040410048337615,-0.08378698465181773
FAS6,-0.06075791056441631,0.7977940411275463,0.06589623216636382,-0.029630724692798587,0.01584874567741313,-0.02207420181812747,0.09447177604759413,0.1231200719223449,-0.07288393548430853,0.06484316788167452,-0.09967975935099316,-0.02205037847984092,-0.05512786531144148,0.0290384665054526,0.07801525360957996,0.07769614236899282,-0.08700723383952759,0.08040240454454162,0.03382236946805134,0.12422262610229903,0.11525036044838913,0.013802339423052071,-0.06669063217065223,0.012974684020125096,0.065335172514257,0.0006614190837927881,0.06719123062847572,0.024283561448764153
FAS7,-0.0520526869019537,0.8205244356913978,-0.02053655919980407,-0.1207232177178584,-0.012693008497834214,-0.012926853676632362,-0.039430882639252436,0.021452783609975396,0.035998122020804,-0.10432414156805567,-0.0070726993342835635,0.08991436872845447,-0.09873155680220441,0.10788595228486224,0.09466429714606811,-0.055114835880062156,-0.10498488933619758,0.12248753325055643,0.056601470193332844,0.08848744749274054,-0.050065630567563135,0.06400456805811916,0.05744949549476455,0.07208640877967143,0.17332946181097084,-0.014847360026873955,0.0032189720315948076,-0.007373265347861081
FAS8,0.04301010530934323,0.7226269257519701,-0.048365776431843976,0.07715315942675176,-0.08222473954811536,0.05906261373175269,0.16115731446172257,-0.05633188911175926,-0.07420483396843246,0.09972287945079342,0.24420467572858753,-0.012918136378088705,0.03797087712081049,0.003239066406634392,0.00017670588872617605,0.02268616640216321,-0.02402686463242671,0.02454784723043302,-0.09584539369455194,0.05576162784439252,0.03394547183437149,0.07094912742509356,-0.19499518062626517,-0.010497678469934019,0.08497706366964639,0.000708293366577072,0.008468604937227137,-0.04831035260677911
FAS9,-0.010522138630885695,0.5904883557053424,-0.08104247395288453,0.022488911765241735,-0.005089227403741896,-0.07615000296903676,0.02598892653575101,-0.05075231117220881,-0.080413498374051,0.012332475630872575,0.18283023491086456,-0.03751861238556986,-0.10078196461555755,0.03522115552778747,0.042160191176623424,0.05380506708620396,-0.025054868137741874,0.3121427572630104,-0.11293336396018255,0.10171755324531792,-0.0015093664123466014,0.038554603172960125,0.05995646274480904,-0.0037662444531584476,0.06328611866662759,-0.04359599091399022,-0.02576486624935527,0.04973435110964624
FAS10,0.06856368209724206,0.6708641095211613,0.06784731283815225,0.12069068440207241,0.04938071253533329,0.04853916500462432,-0.16426621165513047,-0.051706074868000655,0.03891947975001796,-0.17939525305467502,-0.06916050994799079,0.015126412357108357,-0.004287654371129446,-0.006441928539679505,-0.11616142740979137,0.10165121883331671,0.059459560706021666,-0.1993857983288383,-0.18281659257685937,0.01745564274444926,0.016671208980198592,-0.1547950043885279,0.042445782384364465,0.01953177311869092,0.00026959985133423643,0.08041994998846433,0.04550515913931098,0.0006483059690678838
FAS11,-0.01421466424656091,0.6203563100146721,0.05310771447671061,0.06976001976634842,-0.19718373094995265,0.1738791221249522,-0.14838466505701947,-0.08126062737881631,-0.12265533852802558,-0.0627580871602691,-0.023926202078630655,0.019283569525721325,-0.043280946706736156,-0.06068617314865434,-0.07285158718011532,0.13029483776832765,-0.01966756009089627,0.08394277582025576,-0.0374911142339818,0.0406135728241696,0.1438917424222626,0.008634997204823486,0.23086378016524123,-0.0621335901686672,-0.05830492084413278,-0.044759954653441895,-0.0436043186066795,0.01834016220837468
FAS12,0.04238669892792679,0.6128989137636465,-0.0015003073455348963,-0.0261535221969436,-0.0560920907754709,0.01764102927021457,-0.22545029611387551,-0.0822556123617206,0.0782251760843497,0.01989074498207249,0.017439505156744917,0.11381539789973259,-0.044597085040805846,0.021903996115551674,-0.28260352393441146,0.09548132608593941,0.0634338318046443,-0.015923514708407676,-0.13162795639206706,0.08043792429127977,-0.029594907573824467,0.13536488173851075,0.07547231406781904,0.0386696393924695,0.043264535389679816,-0.046357063792241346,-0.05093782550734662,0.026162590949137737
FAS13,-0.04588829964288383,0.2556673242757448,0.059653328439249725,-0.07255898510589065,0.06379499664870301,-0.0007103320148612851,-0.07134791170003457,0.0599805087841361,-0.13826005541032013,-0.1024960558804253,-0.002928299160060731,-0.08132505997817846,-0.06015186883792806,0.12413812469220784,0.1206449868581542,0.0012148107372551282,0.08880655300673468,0.2516961948821733,0.0008431411008637961,0.0761282236755886,-0.006141558314850868,0.06898953535216996,0.5715875577074867,0.03667478044868132,-0.10098645704270111,-0.01789378136560494,-0.01953698881790991,0.18332596495018227
FAS14,0.053473582307197905,0.14454826103620522,0.011784589711881099,0.054014604954127014,0.08204523818691123,-0.06980993107051109,0.13819264433473957,0.160550271829634,0.03551597276168065,0.14742480811050712,0.015841436311383003,-0.13592120062927246,0.00012734481285047255,0.003230156987412645,-0.04264338676699793,-0.09525047320894597,0.15481115823314323,-0.11764683835815176,-0.016616719927165687,0.9489078368816929,-0.010051490766373085,-0.03785349590277968,0.04086417640350096,0.21815462273021535,-0.12475310197467585,0.02925384169322509,-0.08168603241611129,0.05704223704366217
FAS15,0.024753621560433956,0.19453575405503187,0.16608811750607344,-0.004446776574327406,0.06782524513625424,-0.07159358407262525,0.047113729908398044,0.17192135652719426,0.037795333452639336,-0.0677542997424608,-0.08775218877708298,0.028684418864462297,-0.11257221294531292,-0.009307955642935227,-0.08512803500278741,-0.005308178703377709,0.07674853522534017,0.0276040623274867,0.044112637047652024,0.8309625815278008,-0.018430277250357997,-0.013524218443796924,0.1185395090542045,0.16904652130798323,-0.06882035728388673,0.0014839196642114502,-0.04729915423745646,-0.036751050117726294
LOC1,0.08617829408816649,-0.11090884684621376,-0.008890138028709004,-0.05563208273787822,0.3207304313138107,-0.07859486892779338,0.012371776891055099,-0.07244196184032964,-0.1067943167796333,0.017592973995213576,-0.08775145985037348,-0.08675731172421061,-0.1675780224571491,0.07321181081829395,0.07562059924920694,-0.04684430089510077,0.9150560516373284,-0.04996791799657859,-0.0027873321214403946,0.0011332026962248714,0.07951679109037825,-0.1535203225756385,0.09048547570481125,-0.031710851425512505,-0.04288748317974787,0.012395966786250757,-0.02322442181379348,0.0309155188210879
LOC2,-0.06486437932799692,0.018558281221566674,0.004372239900222503,-0.06310419875751258,0.02654709798237121,0.04629477606634644,-0.0343643576411183,0.05734237666170104,-0.0371069519989168,0.0678349082767372,-0.011144010430627698,0.10748518078220434,-0.03819901690033003,-0.019646389383654955,-0.03602016156719068,-0.03961090947027371,0.7228824473889768,-0.04955720850022247,0.03564361564300494,0.1741290041113382,0.12725416179433638,0.011248089362305695,0.02746975436792295,-0.09296985875157182,0.016655457326113655,-0.005309195851708495,0.10005243954458569,-0.014983011010249127
LOC3,0.09350380800345112,0.0367818150808371,-0.03976556166207531,-0.005705889889554842,-0.19616165204765423,0.006287980586889242,0.13201253460901977,0.02139215960977416,-0.06216490090704323,0.04896466268803415,-0.02339499932351209,-0.10943489700306455,0.11077475236123245,0.13560036588260066,-0.03148371924498708,-0.13644513470511774,0.3389078563237721,0.0415681157167063,-0.02650303735202567,-0.1356777129928212,0.053770222570105775,0.029612356824110828,0.3680051361168109,-0.03985845220374971,-0.0338505996467809,-0.0365070552714227,-0.10431790089179509,0.3741808072351749
LOC4,0.20940667512170924,0.045374703519660727,-0.02221400072684578,0.06221845375628471,-0.15706042845099732,0.02211795055942625,-0.08155715025488414,0.14927051734389196,0.15214200430515537,-0.2150574693093744,-0.057523113399380224,0.12028515697039795,-0.11626882121719838,0.031629048361254464,-0.09461231777480929,-0.1532038011197333,-0.04537826579555642,-0.09675315324896351,0.05418282429583275,0.04756135079365076,-0.1780531474344313,-0.14565094929318867,0.40266440673057363,0.029152219496248473,0.0574849251589682,-0.0397253920439377,0.006048933529079284,0.5327827501000157
LOC5,0.02535781350970863,-0.17291119521814277,-0.029702123279160008,-0.036743147262924256,-0.21330054864127473,0.04549727055014888,-0.0256024861182206,0.05655428411345784,-0.06871306614519346,0.09969489803788581,0.05194707237167773,0.002470011955373078,0.051183601073716674,-0.03843287543972994,0.03504847691422367,0.10213187751072395,0.0031352759187213896,0.022627477512543057,0.09030012249267198,0.012130804733160081,0.08941079842676034,-0.051400288563306834,0.07801020877074294,0.10096438876538964,-0.03063540049089889,-0.024243016340120858,0.06009678368450301,0.7165041702560576
S1,0.42723081229827803,0.14577461243540868,-0.02162357829932548,-0.09507509948775408,0.05259920487777012,-0.14744518260396278,0.05272535416696842,-0.05619024692112627,0.15682520059892816,-0.13160958238319279,0.04635378789509823,0.48314287127072214,-0.001987812564267724,-0.050870897834093494,-0.07707483755481767,-0.1063352720736264,0.14873250568801427,-0.12389475605021016,0.003055804617052863,-0.09994211062527156,-0.06959167926908891,-0.0001812536099900193,-0.19269811162196435,0.28360105665269775,-0.034621965621284806,-0.12457663134212886,0.10853824633859074,0.11906275206509767
S2,0.6031056601798445,0.06910620263592433,0.12187095219698722,-0.03997828736480325,0.11347526787505702,-0.10930769591873002,0.03384086428390721,-0.05326249035909533,-0.03803084812242881,-0.2768632001416403,-0.03309262924007186,0.40762318015315413,-0.008041483816030159,-0.0781110631505412,-0.09184966303992953,-0.10096983920479966,0.15339885228358044,-0.0006022715298576374,-0.027953275731421732,-0.15459286454126683,-0.004499954340008911,0.019536437358871738,-0.010360191204697328,0.022134073040571783,0.06526546152770017,-0.022232657495482002,0.016979125974086077,-0.023108663900504017
S3,0.5695078851603599,0.11443371869682416,-0.05891578768517986,-0.12701018076347675,0.14723076287666412,-0.02613233406886894,0.02318466697343487,0.21956347863511222,-0.0892930217131463,-0.22847561118030238,0.12318561677022435,0.4622046145805653,0.08063634932842483,0.0018325624490471357,0.02722508510844755,0.0784912659439968,0.003278148904088455,0.1439090798102345,0.07367234912191835,0.03216079560521271,-0.01973050135078138,0.0052760341749672444,0.07331038372727149,-0.1270631555765399,-0.10803267133882785,-0.051504012623701544,-0.014090903311824178,0.07331290624559343
S4,0.5725911941326302,0.08639712306569489,0.0044496540251543785,-0.08224069672090584,-0.04085148613959368,0.022647723693231897,-0.05753440377422051,0.09182311365120226,-0.03742331181921601,-0.08621875335621247,-0.025966133417948057,0.6754511849275148,-0.0203397678505115,-0.07188316432029132,-0.15469906705403988,0.0544676398405618,0.015837729878145593,0.23808012603225195,0.02176246152977147,-0.03156900315392825,-0.006413565850589228,0.11682370494679094,0.01841352680703897,0.040227817322565,-0.1142913859409106,-0.06121969753310434,-0.10206991053268086,0.01456933070026468
S5,0.48794500427075593,0.03830263571193343,0.12022848524772321,-0.0016183622586675322,-0.24004488145900876,0.11097342534597614,-0.08874238776313155,-0.04978723276018193,-0.06991993245560782,-0.027820687709217973,0.04408794044605554,0.7404796476413109,0.1359227261341031,-0.008780228731580417,-0.06603805990623692,0.14666479058788878,-0.051719892718528025,0.00933820613597049,0.06412532233765134,-0.02702167277880045,-0.0935232784588886,0.20729418136858282,0.04730289962389945,-0.13361474923817027,-0.004420155967788197,0.0020348874202647097,-0.0005448298912131351,-0.03933490116887354
S6,0.49535199733931573,-0.16391471052654197,0.06354215272932237,-0.02928671534649653,-0.04304464574276282,-0.07888843594997887,0.09919427966707031,-0.10581043605618187,0.0574498157239264,0.02877240893386821,0.04552480758548191,0.23126523101694965,0.11078927984953421,0.21329249049024798,0.08528117571657304,0.032133080365471633,0.22999663268206488,-0.04492203361289823,0.06612731272737933,0.16248691865064155,-0.034782257715140485,0.09623068188494106,-0.03346206787506302,0.21301555455526192,0.152913218070394,0.02007016875514262,-0.2446321161607994,-0.13977739138101228
S7,0.431017579669382,0.01910180029598538,0.007022482314440979,-0.04617941236814513,-0.03876285708110567,0.0693611497097351,-0.06844245665018839,0.11109279416064416,0.13769967152409268,-0.10119477454747772,-0.027109409442600447,0.11304170739647852,-0.028545655527762295,0.1119096570902731,0.215732637258488,0.072236980654213,0.1191815992509015,-0.12799366903550652,-0.05465348288971581,0.0241235036492988,0.17189602792412315,0.04838689184707061,-0.05367751337370716,0.06495259624383701,0.13493274273223768,0.07600911259076434,0.0040053628052481825,0.02661473405148996
S8,0.5931177841954096,0.029206556486161172,-0.0032374793599406304,-0.10462334344890041,-0.00891071546410451,0.09575634985546347,-0.06528822514416074,0.08222348818734687,-0.03646196236249955,0.2131939505255544,-0.035515167825456495,0.26998507836341673,0.13762601820883652,0.06674060388339446,-0.14656396107012523,-0.05207118471240198,-0.019987253133237952,-0.02546609675461821,0.004956677914759094,0.06581712132852109,0.1540216007336582,-0.09460591810138803,-0.2051088676732203,-0.07534829414635777,0.08347437102850735,0.0023975769801796534,-0.056573478076264,0.19569976075206502
QOA1,-0.06331273464985313,-0.01861082957834592,0.0390372509304357,0.03476343786265865,-0.11983742461588148,0.06201122732492895,-0.043581839592775735,0.0015172302897865327,-0.07545202008753703,-0.008976940942707042,0.006251049001246561,-0.08408342854521104,0.12585065409247773,-0.09007063782333807,0.14821088262646606,-0.14865085108433268,0.02516632097631715,0.07516072411095703,-0.02046347253261061,0.09922405302301594,-0.01944530753825074,-0.015602028780235335,-0.08296482385512087,-0.0639566394933875,0.06813435768461656,0.7463318307991049,-0.12755722598971023,-0.08360528815970525
QOA2,-0.04961277826978725,0.1434411257997891,0.08171527970924942,0.03977342718832973,-0.03499236860863427,0.13177548774181522,-0.03444901743275677,-0.09867569305281733,0.09463793526613712,0.0030492001481143088,-0.05079305654332937,0.020455700043491974,-0.33612695889325156,0.0953181810104333,-0.18831676282693724,0.008965056399801042,-0.01244722906202177,0.17377361373497435,-0.004996122981787605,-0.12347110246177993,-0.035602124975626454,-0.05603599883890499,0.034940347173280734,-0.06190280242689004,0.14302411357523875,0.7112191048661273,-0.024679060538131476,0.02001039341536601
QOA3,-0.3152939709276154,0.0127914218318436,0.14435601280273047,-0.06205170987469484,0.10533233585506682,0.021801251220917372,0.3042504885523795,0.05115891959295082,0.010843820671497606,-0.08968856708152917,0.04946806677388832,-0.11124309342257156,-0.09770859016412489,0.044251953774932816,0.048977078660918265,0.007153270373024176,-0.13163116088994947,-0.045224553460506155,-0.023435059822110495,0.0538422245808526,0.01014023987465548,0.046886345882043205,-0.06258850654879156,0.2517454782939775,0.09534082222784188,0.32493222223014234,0.08820900504357854,0.1137759248938808
I1,0.48289127580448526,-0.02962488445849265,0.08607573792346518,-0.03184339521454076,0.08250967246105868,-0.11376188084430103,0.08873162143616285,0.01796064615313754,-0.0858414616719027,0.11785511413068948,-0.012537197930774286,0.21200679012728427,-0.0260037371505784,0.327152995510196,-0.04470054704747451,0.14315808346381526,-0.018593614226508133,0.046732684023732055,-0.13574640831956963,-0.05711366805345112,0.1050951959402437,-0.047426905265036554,-0.034450782162943755,-0.13896529770336757,0.009735108894337659,-0.017594888642613854,0.06389929614695489,0.11256419501284552
I2,0.6237565219783485,-0.15095433520894333,0.06166160019267095,-0.02435735803114245,0.030384811467012742,-0.10995067739971875,0.2111915827532227,-0.04350135153198467,0.007950079223436185,0.009792390392379495,-0.03436117722877718,0.11296120963605458,-0.1946190259408827,0.3515454217626522,-0.17892234916812622,0.05092254945445147,-0.1378171542103016,0.01624703670383428,-0.24781372573905086,0.023825206657541387,0.013699214657477206,-0.005767006180794992,0.10617290119234638,0.06942434928259297,-0.09352833458523815,0.030824428317785653,0.156642609344222,-0.028527534230621283
I3,0.28248680994419484,-0.01986068883059972,-0.014213140311461094,0.057118750149803964,-0.10856426204119854,0.01552115633909311,0.06188156741872489,-0.10425030656574814,0.0922366154845675,-0.0734222316274313,-0.03672961935688012,-0.06739398676613682,-0.0775999387106452,0.8282672705530092,-0.06936063370945329,-0.1657132752244927,-0.0067578434278616805,-0.1543609957591651,-0.0003857620019034703,0.03867656981572612,-0.06665458279310926,-0.029728638759585292,0.12814484425442968,0.07735582986774078,-0.06437666577597378,0.01608327149384991,0.047717069902582065,-0.07053808116014407
